"type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol"
"white",6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2
"white",6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1
"white",7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2
"white",6,0.59,0,0.8,0.037,30,95,0.99032,3.1,0.4,10.9
"white",5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7
"white",5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8
"white",6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2
"white",6.4,0.31,0.31,12.9,0.045,55,161,0.99546,3.02,0.59,10.2
"white",6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4
"white",5.9,0.32,0.19,14.5,0.042,37,115,0.99684,3.16,0.43,10.3
"white",6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1
"white",7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9
"white",5.4,0.375,0.4,3.3,0.054,29,147,0.99482,3.42,0.52,9.1
"white",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7
"white",5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7
"white",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2
"white",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2
"white",5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7
"white",6.7,0.5,0.36,11.5,0.096,18,92,0.99642,3.11,0.49,9.6
"white",5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6
"white",5.6,0.34,0.25,2.5,0.046,47,182,0.99093,3.21,0.4,11.3
"white",6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5
"white",6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6
"white",6.4,0.33,0.44,8.9,0.055,52,164,0.99488,3.1,0.48,9.6
"white",6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4
"white",5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4
"white",6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6
"white",6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333333
"white",6,0.42,0.41,12.4,0.032,50,179,0.99622,3.14,0.6,9.7
"white",5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8
"white",6.2,0.53,0.02,0.9,0.035,6,81,0.99234,3.24,0.35,9.5
"white",5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7
"white",6.5,0.33,0.38,8.3,0.048,68,174,0.99492,3.14,0.5,9.6
"white",6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2
"white",6.5,0.23,0.38,1.3,0.032,29,112,0.99298,NA,0.54,9.7
"white",6.6,0.32,0.36,8,0.047,57,168,0.9949,3.15,0.46,9.6
"red",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
"red",7.8,0.88,0,2.6,0.098,25,67,0.9968,3.2,0.68,9.8
"red",7.8,0.76,0.04,2.3,0.092,15,54,0.997,3.26,0.65,9.8
"red",7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4
"red",7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4
"red",7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4
"red",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5
"red",6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2
"red",7.5,0.5,0.36,6.1,0.071,17,102,0.9978,3.35,0.8,10.5
"red",5.6,0.615,0,1.6,0.089,16,59,0.9943,3.58,0.52,9.9
"red",7.8,0.61,0.29,1.6,0.114,9,29,0.9974,3.26,1.56,9.1
"red",8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2
"red",8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2
"red",8.1,0.56,0.28,1.7,0.368,16,56,0.9968,3.11,1.28,9.3
"red",7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9
"red",7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7
"red",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5
"red",8.5,0.49,0.11,2.3,0.084,9,67,0.9968,3.17,0.53,9.4
"red",6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3
"red",7.6,0.41,0.24,1.8,0.08,4,11,0.9962,3.28,0.59,9.5
"red",7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5
"red",7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4
"red",6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1
"red",8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8
"red",5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2
"red",5.7,1.13,0.09,1.5,0.172,7,19,0.994,3.5,0.48,9.8
"red",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5
"red",7.3,0.45,0.36,5.9,0.074,12,87,0.9978,3.33,0.83,10.5
"red",8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3
"red",8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3
"red",6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5
"red",4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1
"red",7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2
"red",8.7,0.29,0.52,1.6,0.113,12,37,0.9969,3.25,0.58,9.5
"red",6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2
"red",5.6,0.31,0.37,1.4,0.074,12,96,0.9954,3.32,0.58,9.2
"red",8.8,0.66,0.26,1.7,0.074,4,23,0.9971,3.15,0.74,9.2
"red",8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4
"red",7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5
"red",10.2,0.42,0.57,3.4,0.07,4,10,0.9971,3.04,0.63,9.6
"red",7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4
"red",7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10
"red",8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2
"red",7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3
"red",7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8
"red",7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9
"red",7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9
"red",7.5,0.52,0.11,1.5,0.079,11,39,0.9968,3.42,0.58,9.6
"red",6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7
"red",9.3,0.32,0.57,2,0.074,27,65,0.9969,3.28,0.79,10.7
"red",7.7,0.67,0.23,2.1,0.088,17,96,0.9962,3.32,0.48,9.5
"red",7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5
"red",8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2
"red",9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6
"red",8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5
"red",8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5
"red",6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1
"red",8.3,0.625,0.2,1.5,0.08,27,119,0.9972,3.16,1.12,9.1
"red",6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2
"red",7.8,0.43,0.7,1.9,0.464,22,67,0.9974,3.13,1.28,9.4
"red",7.4,0.5,0.47,2,0.086,21,73,0.997,3.36,0.57,9.1
"red",7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4
"red",6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1
"red",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
"red",9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5
"red",7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9
"red",7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5
"red",8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8
"red",7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6
"red",5,1.02,0.04,1.4,0.045,41,85,0.9938,3.75,0.48,10.5
"red",6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7
"red",7,0.5,0.25,2,0.07,3,22,0.9963,3.25,0.63,9.2
"red",7.6,0.9,0.06,2.5,0.079,5,10,0.9967,3.39,0.56,9.8
"red",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2
"red",7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4
"red",8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2
"red",7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3
"red",6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3
"red",8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3
"red",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5
"red",8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8
"red",8.4,0.6,0.1,2.2,0.085,14,111,0.9964,3.15,0.66,9.8
"red",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5
"red",7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9
"red",7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2
"red",8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5
"red",7.8,0.5,0.17,1.6,0.082,21,102,0.996,3.39,0.48,9.5
"red",9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4
"red",8.2,1.33,0,1.7,0.081,3,12,0.9964,3.53,0.49,10.9
"red",8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9
"red",6.1,0.38,0.15,1.8,0.072,6,19,0.9955,3.42,0.57,9.4
"red",8,0.745,0.56,2,0.118,30,134,0.9968,3.24,0.66,9.4
"red",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13
"red",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13
"red",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6
"red",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
"red",7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2
"red",7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5
"red",7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5
"red",8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6
"red",8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5
"red",6.3,0.39,0.08,1.7,0.066,3,20,0.9954,3.34,0.58,9.4
"red",8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4
"red",5.8,0.68,0.02,1.8,0.087,21,94,0.9944,3.54,0.52,10
"red",7.6,0.49,0.26,1.6,0.236,10,88,0.9968,3.11,0.8,9.3
"red",9.2,0.52,1,3.4,0.61,32,69,0.9996,2.74,2,9.4
"red",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1
"red",7.5,0.6,0.03,1.8,0.095,25,99,0.995,3.35,0.54,10.1
"red",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5
"red",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5
"red",7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5
"red",7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5
"red",7.1,0.68,0,2.2,0.073,12,22,0.9969,3.48,0.5,9.3
"red",7.6,0.95,0.03,2,0.09,7,20,0.9959,3.2,0.56,9.6
"red",7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2
"red",7.4,0.6,0.26,7.3,0.07,36,121,0.9982,3.37,0.49,9.4
"red",7.3,0.59,0.26,7.2,0.07,35,121,0.9981,3.37,0.49,9.4
"red",7.8,0.63,0.48,1.7,0.1,14,96,0.9961,3.19,0.62,9.5
"red",6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2
"red",7.3,0.55,0.03,1.6,0.072,17,42,0.9956,3.37,0.48,9
"red",7.5,0.705,0.24,1.8,0.36,15,63,0.9964,3,1.59,9.5
"red",7.9,0.885,0.03,1.8,0.058,4,8,0.9972,3.36,0.33,9.1
"red",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5
"red",6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5
"red",7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5
"red",7,0.805,0,2.5,0.068,7,20,0.9969,3.48,0.56,9.6
"red",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5
"red",8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5
"red",8.9,0.61,0.49,2,0.27,23,110,0.9972,3.12,1.02,9.3
"red",7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3
"red",6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3
"red",8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7
"red",7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2
"red",7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7
"red",7.9,0.5,0.33,2,0.084,15,143,0.9968,3.2,0.55,9.5
"red",7.9,0.49,0.32,1.9,0.082,17,144,0.9968,3.2,0.55,9.5
"red",8.2,0.5,0.35,2.9,0.077,21,127,0.9976,3.23,0.62,9.4
"red",6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5
"red",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
"red",7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7
"red",7.8,0.59,0.33,2,0.074,24,120,0.9968,3.25,0.54,9.4
"red",7.3,0.58,0.3,2.4,0.074,15,55,0.9968,3.46,0.59,10.2
"red",6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4
"red",8.8,0.37,0.48,2.1,0.097,39,145,0.9975,3.04,1.03,9.3
"red",6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5
"red",7,0.42,0.35,1.6,0.088,16,39,0.9961,3.34,0.55,9.2
"red",7.8,0.57,0.31,1.8,0.069,26,120,0.99625,3.29,0.53,9.3
"red",7.8,0.44,0.28,2.7,0.1,18,95,0.9966,3.22,0.67,9.4
"red",8.2,0.57,0.26,2.2,0.06,28,65,0.9959,3.3,0.43,10.1
"red",7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5
"red",8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11
"red",8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1
"red",7.5,0.49,0.19,1.9,0.076,10,44,0.9957,3.39,0.54,9.7
"red",7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5
"red",7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4
"red",6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5
"red",8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4
"red",9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8
"red",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11
"red",6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11
"red",8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3
"red",7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5
"red",8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3
"red",11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5
"red",7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5
"red",8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3
"red",9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2
"red",6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2
"red",7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4
"red",7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3
"red",7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4
"red",8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10
"red",7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3
"red",12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9
"red",8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8
"red",10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1
"red",8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4
"red",7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4
"red",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1
"red",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8
"red",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8
"red",11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2
"red",11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5
"red",10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5
"red",10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9
"red",7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6
"red",7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7
"red",6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6
"red",8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10
"red",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5
"red",8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2
"red",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4
"red",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4
"red",7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11
"red",9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1
"red",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7
"red",7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3
"red",10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5
"red",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5
"red",8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11
"red",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3
"red",7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9
"red",7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3
"red",13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13
"red",11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11
"red",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4
"red",11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10
"red",12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2
"red",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9
"red",10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4
"red",6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9
"red",7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2
"red",7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2
"red",9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5
"red",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1
"red",12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9
"red",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9
"red",8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4
"red",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9
"red",7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1
"red",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6
"red",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5
"red",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3
"red",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5
"red",8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3
"red",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5
"red",6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9
"red",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9
"red",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9
"red",9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3
"red",7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2
"red",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5
"red",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5
"red",7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3
"red",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5
"red",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2
"red",7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1
"red",8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3
"red",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6
"red",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9
"red",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3
"red",11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8
"red",8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9
"red",10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7
"red",8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8
"red",13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6
"red",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6
"red",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2
"red",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7
"red",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2
"red",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2
"red",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4
"red",10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4
"red",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10
"red",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10
"red",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1
"red",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5
"red",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3
"red",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4
"red",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
"red",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1
"red",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8
"red",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4
"red",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5
"red",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9
"red",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11
"red",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4
"red",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3
"red",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3
"red",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4
"red",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2
"red",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6
"red",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9
"red",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1
"red",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5
"red",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1
"red",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1
"red",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1
"red",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4
"red",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2
"red",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2
"red",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4
"red",10.2,0.24,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4
"red",10.5,0.59,0.49,2.1,0.07,14,47,0.9991,3.3,0.56,9.6
"red",9.9,0.5,0.24,2.3,0.103,6,14,0.9978,3.34,0.52,10
"red",8.8,0.44,0.49,2.8,0.083,18,111,0.9982,3.3,0.6,9.5
